Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11
http://purl.obolibrary.org/obo/HP_0001871,Abnormality of blood and blood-forming tissues,0,http://purl.obolibrary.org/obo/HP_0001871,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001872,Abnormality of thrombocytes,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001872,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001877,Abnormal erythrocyte morphology,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001881,Abnormal leukocyte morphology,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001881,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001892,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001928,Abnormality of coagulation,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001928,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001977,Abnormal thrombosis,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001977,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001978,Extramedullary hematopoiesis,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001978,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004377,Hematological neoplasm,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0004377,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005561,Abnormal bone marrow cell morphology,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0005561,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020054,Abnormal erythrocyte physiology,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0020054,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033796,Abnormal leukocyte physiology,1,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0033796,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011869,Abnormal platelet function,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001872,http://purl.obolibrary.org/obo/HP_0011869,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011875,Abnormal platelet morphology,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001872,http://purl.obolibrary.org/obo/HP_0011875,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001901,Polycythemia,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0001901,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001903,Anemia,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0001903,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004312,Abnormal reticulocyte morphology,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0004312,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004447,Poikilocytosis,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0004447,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010970,Blood group antigen abnormality,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0010970,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011273,Anisocytosis,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0011273,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011902,Abnormal hemoglobin,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0011902,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012131,Abnormal number of erythroid precursors,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0012131,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012134,Dysplastic erythropoesis,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0012134,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020058,Abnormal red blood cell count,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0020058,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020061,Abnormal hemoglobin concentration,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0020061,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020080,Erythrocyte inclusion bodies,2,http://purl.obolibrary.org/obo/HP_0001871,http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/HP_0020080,,,,,,,,
