Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10
http://purl.obolibrary.org/obo/HP_0000478,Abnormality of the eye,0,http://purl.obolibrary.org/obo/HP_0000478,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012372,Abnormal eye morphology,1,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012373,Abnormal eye physiology,1,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000553,Abnormal uvea morphology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0000553,,,,,,,
http://purl.obolibrary.org/obo/HP_0000589,Coloboma,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0000589,,,,,,,
http://purl.obolibrary.org/obo/HP_0000591,Abnormal sclera morphology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0000591,,,,,,,
http://purl.obolibrary.org/obo/HP_0000667,Phthisis bulbi,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0000667,,,,,,,
http://purl.obolibrary.org/obo/HP_0004328,Abnormal anterior eye segment morphology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0004328,,,,,,,
http://purl.obolibrary.org/obo/HP_0004329,Abnormal posterior eye segment morphology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0004329,,,,,,,
http://purl.obolibrary.org/obo/HP_0008047,Abnormality of the vasculature of the eye,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0008047,,,,,,,
http://purl.obolibrary.org/obo/HP_0008056,Aplasia/Hypoplasia affecting the eye,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0008056,,,,,,,
http://purl.obolibrary.org/obo/HP_0010727,Spontaneous rupture of the globe,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0010727,,,,,,,
http://purl.obolibrary.org/obo/HP_0100012,Neoplasm of the eye,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0100012,,,,,,,
http://purl.obolibrary.org/obo/HP_0100886,Abnormality of globe location,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0100886,,,,,,,
http://purl.obolibrary.org/obo/HP_0100887,Abnormality of globe size,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_0100887,,,,,,,
http://purl.obolibrary.org/obo/HP_6000955,Ocular cystine crystal deposition,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012372,http://purl.obolibrary.org/obo/HP_6000955,,,,,,,
http://purl.obolibrary.org/obo/HP_0000496,Abnormality of eye movement,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000496,,,,,,,
http://purl.obolibrary.org/obo/HP_0000501,Glaucoma,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000501,,,,,,,
http://purl.obolibrary.org/obo/HP_0000504,Abnormality of vision,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000504,,,,,,,
http://purl.obolibrary.org/obo/HP_0000508,Ptosis,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000508,,,,,,,
http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000539,,,,,,,
http://purl.obolibrary.org/obo/HP_0000632,Lacrimation abnormality,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0000632,,,,,,,
http://purl.obolibrary.org/obo/HP_0007686,Abnormal pupillary function,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0007686,,,,,,,
http://purl.obolibrary.org/obo/HP_0011885,Hemorrhage of the eye,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0011885,,,,,,,
http://purl.obolibrary.org/obo/HP_0012155,Decreased corneal sensation,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0012155,,,,,,,
http://purl.obolibrary.org/obo/HP_0012632,Abnormal intraocular pressure,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0012632,,,,,,,
http://purl.obolibrary.org/obo/HP_0025401,Staring gaze,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0025401,,,,,,,
http://purl.obolibrary.org/obo/HP_0025590,Abnormal extraocular muscle physiology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0025590,,,,,,,
http://purl.obolibrary.org/obo/HP_0030453,Abnormal visual electrophysiology,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0030453,,,,,,,
http://purl.obolibrary.org/obo/HP_0030637,Congenital stationary cone dysfunction,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0030637,,,,,,,
http://purl.obolibrary.org/obo/HP_0030800,Abnormal visual accommodation,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0030800,,,,,,,
http://purl.obolibrary.org/obo/HP_0031590,Asthenopia,2,http://purl.obolibrary.org/obo/HP_0000478,http://purl.obolibrary.org/obo/HP_0012373,http://purl.obolibrary.org/obo/HP_0031590,,,,,,,
