Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11
http://purl.obolibrary.org/obo/HP_0033127,Abnormality of the musculoskeletal system,0,http://purl.obolibrary.org/obo/HP_0033127,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000924,Abnormality of the skeletal system,1,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003011,Abnormality of the musculature,1,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003011,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003549,Abnormality of connective tissue,1,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011843,Abnormal musculoskeletal physiology,1,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010766,Ectopic calcification,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011842,Abnormal skeletal morphology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0011842,,,,,,,,
http://purl.obolibrary.org/obo/HP_0040068,Abnormality of limb bone,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0040068,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000050,Abnormal odontoid tissue morphology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_3000050,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009728,Neoplasm of striated muscle,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003011,http://purl.obolibrary.org/obo/HP_0009728,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011804,Abnormal muscle physiology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003011,http://purl.obolibrary.org/obo/HP_0011804,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011805,Abnormal skeletal muscle morphology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003011,http://purl.obolibrary.org/obo/HP_0011805,,,,,,,,
http://purl.obolibrary.org/obo/HP_0040172,Abnormality of occipitofrontalis muscle,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003011,http://purl.obolibrary.org/obo/HP_0040172,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009025,Increased connective tissue,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0009025,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009124,Abnormal adipose tissue morphology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0009124,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031462,Musculotendinous retraction,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0031462,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034392,Joint contracture,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0034392,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100536,Abnormality of the fascia,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100536,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100658,Cellulitis,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100658,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100685,Abnormal Sharpey fiber morphology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100685,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100699,Scarring,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100699,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100790,Hernia,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100790,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100881,Congenital mesoblastic nephroma,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100881,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100898,Connective tissue nevi,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_0100898,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000009,Cerebriform connective tissue nevus,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0003549,http://purl.obolibrary.org/obo/HP_6000009,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000927,Abnormality of skeletal maturation,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0000927,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002653,Bone pain,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0002653,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002659,Increased susceptibility to fractures,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0002659,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002754,Osteomyelitis,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0002754,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009763,Limb pain,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0009763,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010885,Avascular necrosis,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0010885,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032537,Delayed fracture healing,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0032537,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034430,Abnormal joint physiology,2,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0011843,http://purl.obolibrary.org/obo/HP_0034430,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000934,Chondrocalcinosis,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0000934,,,,,,,
http://purl.obolibrary.org/obo/HP_0002787,Tracheal calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0002787,,,,,,,
http://purl.obolibrary.org/obo/HP_0002832,Calcific stippling,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0002832,,,,,,,
http://purl.obolibrary.org/obo/HP_0005213,Pancreatic calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0005213,,,,,,,
http://purl.obolibrary.org/obo/HP_0005645,Intervertebral disk calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0005645,,,,,,,
http://purl.obolibrary.org/obo/HP_0006514,Intraalveolar nodular calcifications,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0006514,,,,,,,
http://purl.obolibrary.org/obo/HP_0006559,Hepatic calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0006559,,,,,,,
http://purl.obolibrary.org/obo/HP_0006637,Sternal punctate calcifications,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0006637,,,,,,,
http://purl.obolibrary.org/obo/HP_0007352,Cerebellar calcifications,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0007352,,,,,,,
http://purl.obolibrary.org/obo/HP_0007618,Subcutaneous calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0007618,,,,,,,
http://purl.obolibrary.org/obo/HP_0007862,Retinal calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0007862,,,,,,,
http://purl.obolibrary.org/obo/HP_0008131,Tarsal stippling,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0008131,,,,,,,
http://purl.obolibrary.org/obo/HP_0008703,Gonadal calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0008703,,,,,,,
http://purl.obolibrary.org/obo/HP_0008754,Laryngeal calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0008754,,,,,,,
http://purl.obolibrary.org/obo/HP_0009164,Abnormal calcification of the carpal bones,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0009164,,,,,,,
http://purl.obolibrary.org/obo/HP_0010512,Adrenal calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0010512,,,,,,,
http://purl.obolibrary.org/obo/HP_0010655,Epiphyseal stippling,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0010655,,,,,,,
http://purl.obolibrary.org/obo/HP_0011915,Cardiovascular calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0011915,,,,,,,
http://purl.obolibrary.org/obo/HP_0025141,Gingival calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0025141,,,,,,,
http://purl.obolibrary.org/obo/HP_0025477,Periarticular calcification,3,http://purl.obolibrary.org/obo/HP_0033127,http://purl.obolibrary.org/obo/HP_0000924,http://purl.obolibrary.org/obo/HP_0010766,http://purl.obolibrary.org/obo/HP_0025477,,,,,,,
